,trust_code,scr_year,date,trust_name,trust_type,breach_%_type1,attendance_%_inpatient,ae_scaled,occupied_%_general,inpatient_%_casemix,staff_mix,available_general,total_doctors,nurses,deprivation_q1_q2,nurses_per_bed
697,RBZ,2022,2015-12,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,11.87104833,112.2468135,6.543898539,,56.95277672,1.735837647,314.6666667,256.5162925,1005.870491,38.30444167,31.96622323
698,RBZ,2022,2016-01,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,11.68717015,113.6014622,6.641259055,85.30351438,57.18142975,1.76759039,315.8333333,256.7390786,1006.73072,38.35875833,31.87537901
699,RBZ,2022,2016-02,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,11.64379913,114.8123186,6.715452916,,57.157335,1.794981289,316.3333333,256.8375983,1007.448575,38.40431806,31.84768941
700,RBZ,2022,2016-03,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,11.9867357,115.8793829,6.734077089,,57.18307979,1.818010344,316.1666667,256.8118517,1008.024055,38.44112083,31.88267965
701,RBZ,2022,2016-04,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,11.86276438,116.802655,6.772233932,92.1630094,57.21290523,1.836677555,315.3333333,256.6618386,1008.45716,38.46916667,31.98067104
702,RBZ,2022,2016-05,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,12.17432074,117.7934103,6.750430022,,57.29915528,1.850982922,314.5833333,256.3875592,1008.747891,38.48845556,32.06615812
703,RBZ,2022,2016-06,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,12.64120025,118.8516487,6.841733895,,57.24068821,1.860926444,313.9166667,255.9890133,1008.896247,38.4989875,32.13898317
704,RBZ,2022,2016-07,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.24088413,119.9773702,6.891095525,90.25974026,57.10113682,1.866508122,313.3333333,255.4662011,1008.902228,38.5007625,32.19900727
705,RBZ,2022,2016-08,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.41976422,121.1595925,6.914716428,,57.17215273,1.867727956,312.4722222,254.8191225,1008.765834,38.49378056,32.28337633
706,RBZ,2022,2016-09,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.11185374,122.3983155,6.915624924,,57.1137301,1.864585946,311.3333333,254.0477775,1008.487066,38.47804167,32.39251817
707,RBZ,2022,2016-10,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.46174147,123.6935394,6.954538847,86.39455782,57.22977117,1.859219624,309.9166667,253.4571197,1005.844108,38.45354583,32.45530868
708,RBZ,2022,2016-11,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.53455795,125.2226554,6.975282845,,57.38242599,1.851628991,307.2777778,253.0471492,1000.836961,38.42029306,32.57108171
709,RBZ,2022,2016-12,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.10579,126.9856635,6.996481091,,57.06174087,1.841814047,303.4166667,252.8178658,993.4656242,38.37828333,32.74261876
710,RBZ,2022,2017-01,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,12.92863164,128.9825637,6.984367808,92.46031746,57.20313671,1.829774791,298.3333333,252.7692697,983.7300981,38.32751667,32.97419323
711,RBZ,2022,2017-02,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,12.95199141,131.0877897,6.924861303,,57.32264225,1.815511224,293.5833333,252.9013608,971.6303825,38.35772847,33.0955566
712,RBZ,2022,2017-03,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.12574533,133.3013417,6.867323207,,57.46393723,1.799023345,289.1666667,253.2141392,957.1664775,38.46891875,33.10085801
713,RBZ,2022,2017-04,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.90308634,135.6232194,6.897757831,88.14814815,57.27510212,1.780311155,285.0833333,253.7076047,940.3383831,38.6610875,32.98468459
714,RBZ,2022,2017-05,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,14.19993277,137.5931684,6.873228432,,57.21067141,1.759374654,281.1944444,254.3817575,921.1460992,38.93423472,32.75833209
715,RBZ,2022,2017-06,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,14.08557438,139.2111886,6.810996439,,56.69485916,1.736213841,277.5,255.2365975,899.5896258,39.28836042,32.41764417
716,RBZ,2022,2017-07,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,13.6970592,140.47728,6.781773142,89.47368421,56.19868923,1.710828716,274,256.2721247,875.6689631,39.72346458,31.95872128
717,RBZ,2022,2017-08,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,14.35253756,141.7080094,6.77268818,,55.40855218,1.683219281,270.8333333,257.4883392,849.3841108,40.23954722,31.36187486
718,RBZ,2022,2017-09,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,14.97398075,142.903377,6.790252441,,54.45915877,1.653385533,268,258.8852408,820.7350692,40.83660833,30.62444288
719,RBZ,2022,2017-10,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,15.83062168,144.0633827,6.785407127,83.33333333,53.7413566,1.626025761,265.5,260.1965476,794.1921277,41.51464792,29.91307449
720,RBZ,2022,2017-11,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,16.44445574,144.6764547,6.793129346,,52.93708654,1.601139963,264.1944444,261.4222596,769.7552865,42.27366597,29.13593766
721,RBZ,2022,2017-12,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,17.43288881,144.7425932,6.809179446,,52.1957132,1.578728141,264.0833333,262.5623767,747.4245454,43.1136625,28.30260191
722,RBZ,2022,2018-01,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,18.88133787,144.261798,6.812813431,86.79245283,51.45791438,1.558790293,265.1666667,263.6168989,727.1999046,44.0346375,27.42425787
723,RBZ,2022,2018-02,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,19.75470936,143.9228399,6.822504058,,50.51937802,1.54132642,265.9722222,264.5858263,709.081364,44.88025347,26.65997817
724,RBZ,2022,2018-03,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,20.94410355,143.7257187,6.798428907,,49.53778274,1.526336521,266.5,265.4691588,693.0689235,45.65051042,26.00633859
725,RBZ,2022,2018-04,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.06601242,143.6704344,6.802062892,86.08058608,49.25937918,1.513820598,266.75,266.2668964,679.1625833,46.34540833,25.46064042
726,RBZ,2022,2018-05,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,20.79556747,143.9046462,6.823715386,,49.15505326,1.503778649,266.9722222,266.9790392,667.3623433,46.96494722,24.99744497
727,RBZ,2022,2018-06,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.27715109,144.4283539,6.86565763,,49.22062126,1.496210676,267.1666667,267.6055871,657.6682035,47.50912708,24.61640188
728,RBZ,2022,2018-07,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.77374975,145.2415577,6.910022531,77.6119403,49.56904828,1.491116676,267.3333333,268.1465401,650.080164,47.97794792,24.31721312
729,RBZ,2022,2018-08,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,22.14969649,145.883796,6.960444073,,49.8915176,1.488496652,267.3888889,268.6018983,644.5982246,48.37140972,24.10714324
730,RBZ,2022,2018-09,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,22.38693891,146.3550688,6.985881968,,50.30216194,1.488350603,267.3333333,268.9716617,641.2223854,48.6895125,23.98587477
731,RBZ,2022,2018-10,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.77453468,146.6553763,6.995724011,77.09923664,50.81605526,1.489399147,267.1666667,269.4641611,638.3464424,48.93225625,23.89319186
732,RBZ,2022,2018-11,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.68667913,146.935395,7.0267643,,51.16658727,1.491642283,267.3055556,270.0793967,635.9703956,49.09964097,23.79188844
733,RBZ,2022,2018-12,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,21.31724698,147.1951251,7.052656443,,51.78953872,1.495080013,267.75,270.8173683,634.094245,49.19166667,23.68232474
734,RBZ,2022,2019-01,NORTHERN DEVON HEALTHCARE NHS TRUST,ACUTE - DGH,20.67985132,147.4345664,7.082333987,77.73722628,52.32156435,1.499712336,268.5,271.6780761,632.7179906,49.20833333,23.56491585
735,RC1,2024,2015-01,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,5.608666857,148.3115767,10.10823219,96.50537634,57.47458566,1.677463964,345.31,279.5282994,580.500524,29.1567,16.81099661
736,RC1,2024,2015-02,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,5.043608673,146.9110609,10.10883785,,56.89657274,1.67452124,348.9644444,280.29383,583.6409038,29.14843681,16.72493897
737,RC1,2024,2015-03,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.880565961,145.5642261,10.10580953,,56.56540555,1.670955199,352.5833333,281.17205,586.9059363,29.13191042,16.6458786
738,RC1,2024,2015-04,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.794635134,144.2710723,10.11534874,94.5026178,56.23729682,1.666765841,356.1666667,282.1629594,590.2956215,29.10712083,16.57357852
739,RC1,2024,2015-05,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.357871757,143.4958008,10.31067544,,56.07801896,1.661953166,359.1111111,283.2665583,593.8099596,29.07406806,16.53554962
740,RC1,2024,2015-06,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.062054792,143.2384118,10.17424958,,55.91802859,1.656517176,361.4166667,284.4828467,597.4489504,29.03275208,16.53075261
741,RC1,2024,2015-07,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.745325556,143.4989051,10.24041839,95.21126761,55.53420602,1.650457868,363.0833333,285.8118244,601.212594,28.98317292,16.5585291
742,RC1,2024,2015-08,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.569191253,144.058017,10.1545655,,55.39079659,1.643775244,364.3888889,287.2534917,605.1008904,28.92533056,16.60590948
743,RC1,2024,2015-09,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.54140591,144.9157476,10.19635632,,55.46962238,1.636469303,365.3333333,288.8078483,609.1138396,28.859225,16.67282408
744,RC1,2024,2015-10,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.659276913,146.0720968,10.28735737,94.95798319,55.60757858,1.627516603,365.9166667,290.2970298,613.0792188,28.78485625,16.75461313
745,RC1,2024,2015-11,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.769356946,148.0823265,10.20317005,,55.5031677,1.616917143,365.7777778,291.721036,616.9970279,28.70222431,16.868084
746,RC1,2024,2015-12,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,3.696836679,150.9464367,10.31476367,,55.45298714,1.604670923,364.9166667,293.0798671,620.8672671,28.61132917,17.01394657
747,RC1,2024,2016-01,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.178896024,154.6644274,10.51841825,97.73371105,55.35717997,1.590777943,363.3333333,294.3735229,624.6899363,28.51217083,17.193301
748,RC1,2024,2016-02,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.708353167,157.6489343,10.64530489,,55.1093512,1.575238204,362.0833333,295.6020035,628.4650354,28.42097292,17.35691697
749,RC1,2024,2016-03,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,4.966528489,159.8999574,10.6341001,,54.75324617,1.558051705,361.1666667,296.765309,632.1925646,28.33773542,17.50417807
750,RC1,2024,2016-04,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,5.171944915,161.4174966,10.72298132,98.93333333,54.59608657,1.539218446,360.5833333,297.8634392,635.8725238,28.26245833,17.63455116
751,RC1,2024,2016-05,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,5.623008031,162.7063943,10.6887613,,54.26020085,1.518738427,360.5,298.8963942,639.5049129,28.19514167,17.73938732
752,RC1,2024,2016-06,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,6.130010351,163.7666504,10.72101291,,53.99015793,1.496611649,360.9166667,299.864174,643.0897321,28.13578542,17.81823317
753,RC1,2024,2016-07,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,6.740203944,164.5982648,10.8039889,98.36065574,53.8684364,1.472838111,361.8333333,300.7667785,646.6269813,28.08438958,17.87085162
754,RC1,2024,2016-08,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.190141547,165.2128222,10.84290283,,54.01671169,1.447417813,362.8333333,301.6042079,650.1166604,28.04095417,17.91777658
755,RC1,2024,2016-09,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.644761928,165.6103225,10.91255421,,53.63018632,1.420350755,363.9166667,302.3764621,653.5587696,28.00547917,17.95902275
756,RC1,2024,2016-10,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.299202601,165.7907658,10.9596446,97.84366577,53.40713944,1.396356234,365.0833333,303.2059842,656.7210344,27.97796458,17.9882502
757,RC1,2024,2016-11,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.491230397,165.6676614,10.99583303,,53.55276443,1.37543425,366.7222222,304.0927744,659.6034548,27.95841042,17.98645991
758,RC1,2024,2016-12,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.936817439,165.2410095,11.04580032,,53.50335164,1.357584802,368.8333333,305.0368325,662.2060308,27.94681667,17.95407223
759,RC1,2024,2017-01,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.728295589,164.5108101,11.07260096,95.3125,53.34443019,1.342807891,371.4166667,306.0381586,664.5287625,27.94318333,17.89173244
760,RC1,2024,2017-02,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.656470873,164.0878993,11.04307484,,53.26751622,1.331103516,373.3888889,307.0967527,666.5716498,27.979275,17.85194122
761,RC1,2024,2017-03,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.479336329,163.9722772,11.06518158,,53.35625308,1.322471678,374.75,308.2126148,668.3346927,28.05509167,17.8341479
762,RC1,2024,2017-04,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.382905599,164.1639439,11.09970444,97.65625,53.21787606,1.316912377,375.5,309.3857449,669.8178913,28.17063333,17.8380264
763,RC1,2024,2017-05,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.179711272,164.3287595,11.11742011,,53.20486666,1.314425612,376.3055556,310.6161429,671.0212454,28.3259,17.83181873
764,RC1,2024,2017-06,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.849651144,164.4667241,11.17919786,,53.20222346,1.315011384,377.1666667,311.903809,671.9447552,28.52089167,17.81559227
765,RC1,2024,2017-07,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.560118047,164.5778376,11.21614337,96.02122016,52.90736447,1.318669692,378.0833333,313.248743,672.5884206,28.75560833,17.78942263
766,RC1,2024,2017-08,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.218206904,164.6417127,11.22144293,,52.67262603,1.325400537,378.8055556,314.650945,672.9522417,29.03005,17.76511014
767,RC1,2024,2017-09,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.265098745,164.6583492,11.21054098,,52.78665281,1.335203919,379.3333333,316.110415,673.0362183,29.34421667,17.74260681
768,RC1,2024,2017-10,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,6.858627721,164.6277472,11.21856603,98.93333333,52.53152253,1.344307017,379.6666667,317.5458385,673.172123,29.69810833,17.73060903
769,RC1,2024,2017-11,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.19970678,164.754093,11.24597233,,52.23727684,1.352709833,379.7777778,318.9572156,673.3599556,30.091725,17.73036747
770,RC1,2024,2017-12,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.598247075,165.0373865,11.26444509,,52.24228279,1.360412366,379.6666667,320.3445462,673.5997163,30.52506667,17.74187137
771,RC1,2024,2018-01,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,7.915089357,165.4776277,11.2853405,99.21052632,51.98357524,1.367414615,379.3333333,321.7078304,673.8914049,30.99813333,17.76515127
772,RC1,2024,2018-02,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,8.849405329,165.7987281,11.32546576,,52.00530646,1.373716582,379.6944444,323.0470681,674.2350215,31.39983333,17.75730542
773,RC1,2024,2018-03,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,9.813954312,166.0006878,11.33379364,,51.87031144,1.379318266,380.75,324.3622594,674.630566,31.73016667,17.71846529
774,RC1,2024,2018-04,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,10.10675158,166.0835068,11.38996899,99.50617284,52.02370033,1.384219667,382.5,325.6534042,675.0780386,31.98913333,17.64909905
775,RC1,2024,2018-05,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,10.40553671,166.0374284,11.43024566,,52.12447378,1.388420785,384.1388889,326.9205025,675.5774392,32.17673333,17.58680151
776,RC1,2024,2018-06,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,10.92829175,165.8624528,11.44357027,,52.23910479,1.391921619,385.6666667,328.1635544,676.1287677,32.29296667,17.53142872
777,RC1,2024,2018-07,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,11.56110174,165.55858,11.467494,100,52.60332558,1.394722171,387.0833333,329.3825598,676.7320242,32.33783333,17.482851
778,RC1,2024,2018-08,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,12.26614947,165.2285907,11.52669768,,52.70698119,1.39682244,388.0277778,330.5775188,677.3872088,32.31133333,17.45718342
779,RC1,2024,2018-09,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,12.19149656,164.8724849,11.5731824,,52.89657477,1.398222426,388.5,331.7484313,678.0943213,32.21346667,17.45416528
780,RC1,2024,2018-10,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,12.40582273,164.4902627,11.54713884,98.66666667,53.01268045,1.398846587,388.5,332.9367163,678.6363501,32.04423333,17.46811712
781,RC1,2024,2018-11,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,12.3085306,164.1134716,11.56969983,,53.21597619,1.398694922,389.1388889,334.142374,679.0132954,31.80363333,17.44912459
782,RC1,2024,2018-12,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,11.79439387,163.7421117,11.55698089,,53.20518156,1.397767432,390.4166667,335.3654042,679.2251571,31.49166667,17.39744266
783,RC1,2024,2019-01,BEDFORD HOSPITAL NHS TRUST,ACUTE - DGH,11.7897935,163.3761829,11.58665843,99.25558313,53.56816182,1.396064117,392.3333333,336.6058069,679.2719351,31.10833333,17.31364321
784,RC9,2022,2015-01,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,2.019495622,125.7045786,13.70284904,90.19963702,48.98892516,0.997505497,547.4883333,481.63659,920.8154881,46.0404,16.81890612
785,RC9,2022,2015-02,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.970594493,125.8655964,13.75917581,,48.91314707,1.010738486,548.135,482.225851,923.8609921,46.041625,16.85462508
786,RC9,2022,2015-03,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.914173493,125.9537325,13.8118686,,48.98088114,1.025020315,549.1666667,482.9698265,926.4682329,46.044075,16.87043823
787,RC9,2022,2015-04,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.913768184,125.9689867,13.84563437,89.75265018,49.13240395,1.040350984,550.5833333,483.8685163,928.6372106,46.04775,16.86642429
788,RC9,2022,2015-05,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.839185735,126.3004269,14.0941081,,49.01159303,1.056730493,551.8055556,484.9219204,930.367925,46.05265,16.86043056
789,RC9,2022,2015-06,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.786752041,126.9480531,13.88848511,,49.08420058,1.074158842,552.8333333,486.130039,931.6603763,46.058775,16.85246385
790,RC9,2022,2015-07,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.710902641,127.9118652,14.00643821,91.39784946,49.04734707,1.092636032,553.6666667,487.4928719,932.5145643,46.066125,16.84252675
791,RC9,2022,2015-08,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.675929254,129.0812688,13.90286964,,49.08169242,1.112162062,554.6111111,489.0104192,932.9304892,46.0747,16.82134509
792,RC9,2022,2015-09,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.757953676,130.456264,13.96918986,,49.08315827,1.132736932,555.6666667,490.6826808,932.9081508,46.0845,16.78898892
793,RC9,2022,2015-10,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.766514534,132.0368506,14.15664292,89.04847397,48.96592438,1.150842826,556.8333333,492.4250569,933.2841152,46.095525,16.76056477
794,RC9,2022,2015-11,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.781163699,133.79739,14.04308089,,49.0656321,1.166479745,558.2777778,494.2375473,934.0583823,46.107775,16.73106864
795,RC9,2022,2015-12,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.759103613,135.7378822,14.19313419,,49.22541835,1.179647688,560,496.1201521,935.2309521,46.12125,16.70055272
796,RC9,2022,2016-01,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.775631815,137.8583273,14.45659811,90.95652174,49.12262243,1.190346655,562,498.0728712,936.8018246,46.13595,16.66907161
797,RC9,2022,2016-02,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.856630197,139.4820573,14.63345204,,49.21789616,1.198576646,564.3055556,500.0957048,938.7709998,46.14032431,16.63586315
798,RC9,2022,2016-03,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.936176881,140.6090724,14.54002835,,49.14771556,1.204337662,566.9166667,502.1886527,941.1384777,46.13437292,16.60100211
799,RC9,2022,2016-04,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.945205528,141.2393725,14.67524287,93.17803661,49.17411563,1.207629702,569.8333333,504.351715,943.9042583,46.11809583,16.56456727
800,RC9,2022,2016-05,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.971789579,142.0432314,14.64919931,,49.20697472,1.208452766,571.9722222,506.5848917,947.0683417,46.09149306,16.55794294
801,RC9,2022,2016-06,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.999409089,143.020649,14.75897594,,49.11448619,1.206806855,573.3333333,508.8881827,950.6307277,46.05456458,16.58076851
802,RC9,2022,2016-07,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,2.009800172,144.1716254,14.89252489,98.2300885,48.89232852,1.202691968,573.9166667,511.2615881,954.5914165,46.00731042,16.63292725
803,RC9,2022,2016-08,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.975381659,145.0095809,14.97428956,,48.9315177,1.196108105,574.8611111,513.7051079,958.9504079,45.94973056,16.68142773
804,RC9,2022,2016-09,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.881620184,145.5345153,15.09239407,,48.85584157,1.187055267,576.1666667,516.2187421,963.7077021,45.881825,16.72619674
805,RC9,2022,2016-10,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.832325493,145.7464288,15.15962279,93.58752166,48.74622956,1.180077128,577.8333333,518.7902101,968.2533539,45.80359375,16.75661991
806,RC9,2022,2016-11,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.78672412,145.9319508,15.20005088,,48.66132111,1.175173689,579.2222222,521.4195119,972.5873633,45.71503681,16.79126467
807,RC9,2022,2016-12,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.753492203,146.0910811,15.27712164,,48.54750652,1.172344949,580.3333333,524.1066475,976.7097304,45.61615417,16.83015044
808,RC9,2022,2017-01,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.757464787,146.2238199,15.312553,94.52991453,48.53671215,1.171590909,581.1666667,526.8516169,980.6204551,45.50694583,16.87330866
809,RC9,2022,2017-02,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.749163567,146.4163695,15.27681881,,48.44185921,1.172911568,582.1388889,529.6544202,984.3195375,45.44985,16.90867173
810,RC9,2022,2017-03,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.701958431,146.66873,15.30043971,,48.39170676,1.176306927,583.25,532.5150573,987.8069775,45.44486667,16.93625336
811,RC9,2022,2017-04,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.718901801,146.9809013,15.36554861,93.83116883,48.01528348,1.181776985,584.5,535.4335282,991.0827751,45.49199583,16.95607827
812,RC9,2022,2017-05,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.702125313,146.8731708,15.40400829,,47.91063989,1.189321743,586.6944444,538.4098329,994.1469304,45.5912375,16.944884
813,RC9,2022,2017-06,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.673419536,146.3455383,15.46942002,,47.77601946,1.198941201,589.8333333,541.4439715,996.9994433,45.74259167,16.90307053
814,RC9,2022,2017-07,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.68996598,145.3980039,15.48168472,90.55374593,47.70473778,1.210635358,593.9166667,544.5359438,999.6403139,45.94605833,16.83132281
815,RC9,2022,2017-08,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.745127646,144.449025,15.54225113,,47.53791837,1.224404215,597.6944444,547.68575,1002.069542,46.2016375,16.76558234
816,RC9,2022,2017-09,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.822956432,143.4986018,15.60175764,,47.21590504,1.240247771,601.1666667,550.89339,1004.287128,46.50932917,16.70563562
817,RC9,2022,2017-10,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.862718229,142.5467341,15.58237638,90.08130081,47.19995929,1.255213375,604.3333333,553.7381399,1006.534091,46.86913333,16.65528005
818,RC9,2022,2017-11,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.917250355,141.7748916,15.67716283,,47.06842731,1.269301026,607.9722222,556.2199996,1008.810431,47.28105,16.59303491
819,RC9,2022,2017-12,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,ACUTE - DGH,1.976974605,141.1830742,15.7194079,,46.85700329,1.282510724,612.0833333,558.3389692,1011.116148,47.74507917,16.51925633
